LicenseNbr,LicenseAppStatus,DoingBusinessAsName,LicExpirationDate,LicExpirationStatus,AddressFull,AddrStreetNo,AddrStreetDir,AddrStreetName,AddrStreetType,AddrUnit,PrimarilyRestaurant,RetailFoodEstab,RestaurantMobileCart,RestaurantMobileBase,RetailMobileCart,RetailMobileBase,FarmersMarket,RecDate,EstablishmentType,AddrCity,ESRI_OID
73433-81665,Active,Yahara Place Condos,2023/06/30 05:00:00+00,Active,"5355 HANSONS LANDING
MADISON, WI 53704",5355,,HANSONS LANDING,,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MADISON,709
73440-81672,Active,Jolly Jelly's Coral Reef,2023/06/30 05:00:00+00,Active,"1010 N BIRD ST
SUN PRAIRIE, WI 53590",1010,N,BIRD,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,SUN PRAIRIE,710
73441-81673,Active,Monona Garden Family Restaurant,2023/06/30 05:00:00+00,Active,"6501 BRIDGE RD
MONONA, WI 53713",6501,,BRIDGE,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MONONA,711
73445-81677,Active,Wyndham Garden Hotel,2023/06/30 05:00:00+00,Active,"2969 CAHILL MAIN
FITCHBURG, WI 53711",2969,,CAHILL MAIN,,,,,,,,,,2022/11/16 11:00:10+00,Hotel/Motel,FITCHBURG,712
73445-81678,Active,Wyndham Garden Hotel,2023/06/30 05:00:00+00,Active,"2969 CAHILL MAIN
FITCHBURG, WI 53711",2969,,CAHILL MAIN,,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,FITCHBURG,713
73445-81679,Active,Wyndham Garden Hotel,2023/06/30 05:00:00+00,Active,"2969 CAHILL MAIN
FITCHBURG, WI 53711",2969,,CAHILL MAIN,,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,FITCHBURG,714
73445-81680,Active,Wyndham Garden Hotel,2023/06/30 05:00:00+00,Active,"2969 CAHILL MAIN
FITCHBURG, WI 53711",2969,,CAHILL MAIN,,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,FITCHBURG,715
73452-81689,Active,Club Bristol,2023/06/30 05:00:00+00,Active,"7653 COUNTY HIGHWAY N
SUN PRAIRIE, WI 53590",7653,,COUNTY HIGHWAY N,,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,SUN PRAIRIE,716
73461-81698,Active,Benvenuto's Italian Grill,2023/06/30 05:00:00+00,Active,"2949 TRIVERTON PIKE DR
FITCHBURG, WI 53711",2949,,TRIVERTON PIKE,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,FITCHBURG,717
73464-81701,Active,El Rio Grande,2023/06/30 05:00:00+00,Active,"524 W MAIN ST
STOUGHTON, WI 53589",524,W,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,STOUGHTON,718
73465-81702,Active,Country Inn  & Suites,2023/06/30 05:00:00+00,Active,"2212 DEMING WAY
MIDDLETON, WI 53562",2212,,DEMING,WAY,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MIDDLETON,719
73465-81703,Active,Country Inn  & Suites,2023/06/30 05:00:00+00,Active,"2212 DEMING WAY
MIDDLETON, WI 53562",2212,,DEMING,WAY,,,,,,,,,2022/11/16 11:00:10+00,Hotel/Motel,MIDDLETON,720
73465-81704,Active,Country Inn  & Suites,2023/06/30 05:00:00+00,Active,"2212 DEMING WAY
MIDDLETON, WI 53562",2212,,DEMING,WAY,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MIDDLETON,721
73465-81705,Active,Country Inn  & Suites,2023/06/30 05:00:00+00,Active,"2212 DEMING WAY
MIDDLETON, WI 53562",2212,,DEMING,WAY,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MIDDLETON,722
73466-81706,Active,La Hispana 2,2023/06/30 05:00:00+00,Active,"3060 FISH HATCHERY RD
FITCHBURG, WI 53713",3060,,FISH HATCHERY,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,FITCHBURG,723
73468-81708,Active,Walgreens #1159,2023/06/30 05:00:00+00,Active,"104 N MAIN ST
VERONA, WI 53593",104,N,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,VERONA,724
73469-81709,Active,Culver's,2023/06/30 05:00:00+00,Active,"1700 BUS 18-151
MOUNT HOREB, WI 53572",1700,,BUS 18-151,,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MOUNT HOREB,725
73472-81713,Active,Beans 'n Cream Coffeehouse,2023/06/30 05:00:00+00,Active,"345 CANNERY SQ
SUN PRAIRIE, WI 53590",345,,CANNERY,SQ,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,SUN PRAIRIE,726
73475-81720,Active,R & J's Saloon,2023/06/30 05:00:00+00,Active,"8 AMERICAN ST
MAZOMANIE, WI 53560",8,,AMERICAN,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MAZOMANIE,727
73478-81723,Active,Middleton Mobil,2023/06/30 05:00:00+00,Active,"8613 UNIVERSITY GREEN
MIDDLETON, WI 53562",8613,,UNIVERSITY GREEN,,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MIDDLETON,728
73483-81728,Active,Qdoba Mexican Grill,2023/06/30 05:00:00+00,Active,"5401 CADDIS BND
FITCHBURG, WI 53711",5401,,CADDIS,BND,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,FITCHBURG,729
73484-81729,Active,Pizza Pit,2023/06/30 05:00:00+00,Active,"130 N MAIN ST
OREGON, WI 53575",130,N,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,OREGON,730
73488-81733,Active,Rolling Pin Bake Shop,2023/06/30 05:00:00+00,Active,"2935 S FISH HATCHERY RD #4&5
FITCHBURG, WI 53711",2935,S,FISH HATCHERY,RD,#4&5,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,FITCHBURG,731
73489-81734,Active,La Concha Bakery,2023/06/30 05:00:00+00,Active,"3054 FISH HATCHERY RD
FITCHBURG, WI 53713",3054,,FISH HATCHERY,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,FITCHBURG,732
73494-81739,Active,Angell Park Hamburger Stand,2023/06/30 05:00:00+00,Active,"315 PARK ST
SUN PRAIRIE, WI 53590",315,,PARK,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,SUN PRAIRIE,733
73495-81740,Active,Culvers Of Middleton,2023/06/30 05:00:00+00,Active,"2906 PARMENTER ST
MIDDLETON, WI 53562",2906,,PARMENTER,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MIDDLETON,734
73499-81744,Active,Taste Of China,2023/06/30 05:00:00+00,Active,"5415 MONONA DR, UNIT B
MONONA, WI 53716",5415,,MONONA,DR,B,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MONONA,735
73500-81745,Active,Cottage Grove Cenex,2023/06/30 05:00:00+00,Active,"203 W COTTAGE GROVE
COTTAGE GROVE, WI 53527",203,W,COTTAGE GROVE,,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,COTTAGE GROVE,736
73502-81747,Active,Holiday Inn Express,2023/06/30 05:00:00+00,Active,"7184 MORRISONVILLE RD
DEFOREST, WI 53532",7184,,MORRISONVILLE,RD,,,,,,,,,2022/11/16 11:00:10+00,Hotel/Motel,DEFOREST,737
73502-81748,Active,Holiday Inn Express,2023/06/30 05:00:00+00,Active,"7184 MORRISONVILLE RD
DEFOREST, WI 53532",7184,,MORRISONVILLE,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,DEFOREST,738
73502-81749,Active,Holiday Inn Express,2023/06/30 05:00:00+00,Active,"7184 MORRISONVILLE RD
DEFOREST, WI 53532",7184,,MORRISONVILLE,RD,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,DEFOREST,739
73502-81750,Active,Holiday Inn Express,2023/06/30 05:00:00+00,Active,"7184 MORRISONVILLE RD
DEFOREST, WI 53532",7184,,MORRISONVILLE,RD,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,DEFOREST,740
73503-81751,Active,Fosdal Home Bakery,2023/06/30 05:00:00+00,Active,"243 E MAIN ST
STOUGHTON, WI 53589",243,E,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,STOUGHTON,741
73514-81762,Active,Dragon City,2023/06/30 05:00:00+00,Active,"600 W VERONA AVE #3
VERONA, WI 53593",600,W,VERONA,AVE,#3,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,VERONA,742
73524-81772,Active,Springers,2023/06/30 05:00:00+00,Active,"3097 SUNNYSIDE ST
STOUGHTON, WI 53589",3097,,SUNNYSIDE,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,STOUGHTON,743
73525-81773,Active,Stoughton High School,2023/06/30 05:00:00+00,Active,"600 LINCOLN AVE
STOUGHTON, WI 53589",600,,LINCOLN,AVE,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,STOUGHTON,744
73527-81775,Active,Eugster's Farm Market-barn,2023/06/30 05:00:00+00,Active,"3865 STATE HIGHWAY 138
STOUGHTON, WI 53589",3865,,STATE HIGHWAY 138,,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,STOUGHTON,745
73528-81776,Active,Laz Bistro & Bar,2023/06/30 05:00:00+00,Active,"419 E MAIN ST
STOUGHTON, WI 53589",419,E,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,STOUGHTON,746
73543-81791,Active,Spring Garden,2023/06/30 05:00:00+00,Active,"520 SPRINGDALE ST
MOUNT HOREB, WI 53572",520,,SPRINGDALE,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MOUNT HOREB,747
73547-81798,Active,Doubledays,2023/06/30 05:00:00+00,Active,"4586 BAXTER RD
COTTAGE GROVE, WI 53527",4586,,BAXTER,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,COTTAGE GROVE,748
73548-81799,Active,Arbor Lakes At Middleton,2023/06/30 05:00:00+00,Active,"3511 ROMA LN
MIDDLETON, WI 53562",3511,,ROMA,LN,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MIDDLETON,749
73548-81800,Active,Arbor Lakes At Middleton,2023/06/30 05:00:00+00,Active,"3511 ROMA LN
MIDDLETON, WI 53562",3511,,ROMA,LN,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,MIDDLETON,750
73549-81801,Active,Centerplate At Alliant Energy Center,2023/06/30 05:00:00+00,Active,"1919 ALLIANT ENERGY CENTER WAY
MADISON, WI 53713",1919,,ALLIANT ENERGY CENTER,WAY,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,751
73550-81802,Active,Centerplate At Dane Co Coliseum,2023/06/30 05:00:00+00,Active,"1919 ALLIANT ENERGY CENTER WAY
MADISON, WI 53713",1919,,ALLIANT ENERGY CENTER,WAY,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,752
73552-81804,Active,Park Side Pub,2023/06/30 05:00:00+00,Active,"5016 ERLING AVE
MCFARLAND, WI 53558",5016,,ERLING,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MCFARLAND,753
73567-81823,Active,"Round Table, The",2023/06/30 05:00:00+00,Active,"1611 N BRISTOL ST
SUN PRAIRIE, WI 53590",1611,N,BRISTOL,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,SUN PRAIRIE,754
73569-81825,Active,Walgreens #9740,2023/06/30 05:00:00+00,Active,"807 S MAIN ST
DEFOREST, WI 53532",807,S,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,DEFOREST,755
73576-81837,Active,Johnny's Italian Steakhouse,2023/06/30 05:00:00+00,Active,"8390 MARKET ST
MIDDLETON, WI 53562",8390,,MARKET,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MIDDLETON,756
73577-81838,Active,Altemus Corners House B&b,2023/06/30 05:00:00+00,Active,"1345 TOWER DR
STOUGHTON, WI 53589",1345,,TOWER,DR,,,,,,,,,2022/11/16 11:00:10+00,Bed and Breakfast,STOUGHTON,757
73578-81839,Active,Waunakee High School Pool,2023/06/30 05:00:00+00,Active,"100 SCHOOL
WAUNAKEE, WI 53597",100,,SCHOOL,,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,WAUNAKEE,758
73594-81855,Active,The Garden Asian Market,2023/06/30 05:00:00+00,Active,"6136 UNIVERSITY AVE
MIDDLETON, WI 53562",6136,,UNIVERSITY,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MIDDLETON,759
73596-81857,Active,Broadway Delicatessen,2023/06/30 05:00:00+00,Active,"3031 PLEASANT VIEW RD
MIDDLETON, WI 53562",3031,,PLEASANT VIEW,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MIDDLETON,760
73597-81858,Active,Springfield Mobil,2023/06/30 05:00:00+00,Active,"6859 COUNTY HIGHWAY K
MIDDLETON, WI 53562",6859,,COUNTY HIGHWAY K,,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MIDDLETON,761
73599-81860,Active,Walgreens #9741,2023/06/30 05:00:00+00,Active,"704 MAIN ST
OREGON, WI 53575",704,,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,OREGON,762
73600-81861,Active,Waunakee High School,2023/06/30 05:00:00+00,Active,"100 SCHOOL DR
WAUNAKEE, WI 53597",100,,SCHOOL,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,WAUNAKEE,763
73604-81865,Active,Curry In The Box,2023/06/30 05:00:00+00,Active,"3050 CAHILL MAIN #4
FITCHBURG, WI 53711",3050,,CAHILL MAIN,,#4,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,FITCHBURG,764
73605-81866,Active,The Red Mouse,2023/06/30 05:00:00+00,Active,"3738 COUNTY HIGHWAY P
CROSS PLAINS, WI 53528",3738,,COUNTY HIGHWAY P,,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CROSS PLAINS,765
73607-81868,Active,Mulligan's Bar & Grill,2023/06/30 05:00:00+00,Active,"830 OREGON CENTER DR
OREGON, WI 53575",830,,OREGON CENTER,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,OREGON,766
73609-81870,Active,Gold Nugget Bar,2023/06/30 05:00:00+00,Active,"109 E MAIN ST
WAUNAKEE, WI 53597",109,E,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,WAUNAKEE,767
73610-81871,Active,Food Pantry,2023/06/30 05:00:00+00,Active,"981 N PAGE ST
STOUGHTON, WI 53589",981,N,PAGE,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,STOUGHTON,768
73611-81872,Active,Lake Windsor Country Club,2023/06/30 05:00:00+00,Active,"4628 GOLF RD
WINDSOR, WI 53598",4628,,GOLF,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,WINDSOR,769
73614-81875,Active,Capitol Ice Arena,2023/06/30 05:00:00+00,Active,"2616 PLEASANT VIEW RD
MIDDLETON, WI 53562",2616,,PLEASANT VIEW,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MIDDLETON,770
73628-81890,Active,Wall Street Gallery & Bistro,2023/06/30 05:00:00+00,Active,"14 BRODHEAD ST
MAZOMANIE, WI 53560",14,,BRODHEAD,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MAZOMANIE,771
73629-81891,Active,Milio's Sandwiches,2023/06/30 05:00:00+00,Active,"115 E BROADWAY #102
MONONA, WI 53716",115,E,BROADWAY,,#102,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MONONA,772
73637-81899,Active,Golden Dragon Chinese Kitchen,2023/06/30 05:00:00+00,Active,"514 PLAZA DR
MARSHALL, WI 53559",514,,PLAZA,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MARSHALL,773
73639-81901,Active,Swimwest Fitchburg,2023/06/30 05:00:00+00,Active,"6220 NESBITT
FITCHBURG, WI 53719",6220,,NESBITT,,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,FITCHBURG,774
73643-81905,Active,Walmart Supercenter,2023/06/30 05:00:00+00,Active,"1905 MCCOY RD
SUN PRAIRIE, WI 53590",1905,,MCCOY,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,SUN PRAIRIE,775
73644-81906,Active,Comfort Inn & Suites,2023/06/30 05:00:00+00,Active,"5025 COUNTY HIGHWAY V
DEFOREST, WI 53532",5025,,COUNTY HIGHWAY V,,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,DEFOREST,776
73644-81907,Active,Comfort Inn & Suites,2023/06/30 05:00:00+00,Active,"5025 COUNTY HIGHWAY V
DEFOREST, WI 53532",5025,,COUNTY HIGHWAY V,,,,,,,,,,2022/11/16 11:00:10+00,Hotel/Motel,DEFOREST,777
73644-81909,Active,Comfort Inn & Suites,2023/06/30 05:00:00+00,Active,"5025 COUNTY HIGHWAY V
DEFOREST, WI 53532",5025,,COUNTY HIGHWAY V,,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,DEFOREST,778
73644-81910,Active,Comfort Inn & Suites,2023/06/30 05:00:00+00,Active,"5025 COUNTY HIGHWAY V
DEFOREST, WI 53532",5025,,COUNTY HIGHWAY V,,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,DEFOREST,779
73646-81912,Active,Mid Town Pub,2023/06/30 05:00:00+00,Active,"2405 ALLEN BLVD
MIDDLETON, WI 53562",2405,,ALLEN,BLVD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MIDDLETON,780
73648-81914,Active,Missouri Tavern,2023/06/30 05:00:00+00,Active,"7071 KICK-A-BOO RD
WAUNAKEE, WI 53597",7071,,KICK-A-BOO,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,WAUNAKEE,781
73650-81916,Active,Barriques Market,2023/06/30 05:00:00+00,Active,"1901 CAYUGA ST
MIDDLETON, WI 53562",1901,,CAYUGA,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MIDDLETON,782
73653-81919,Active,Meadowbrook,2023/06/30 05:00:00+00,Active,"801 PLEASANT VALLEY PKWY
WAUNAKEE, WI 53597",801,,PLEASANT VALLEY,PKWY,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,WAUNAKEE,783
73653-81920,Active,Meadowbrook,2023/06/30 05:00:00+00,Active,"801 PLEASANT VALLEY PKWY
WAUNAKEE, WI 53597",801,,PLEASANT VALLEY,PKWY,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,WAUNAKEE,784
73658-81925,Active,Monona Bait & Ice Cream,2023/06/30 05:00:00+00,Active,"4516 WINNEQUAH RD
MONONA, WI 53716",4516,,WINNEQUAH,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MONONA,785
73661-81928,Active,Days Inn Stoughton,2023/06/30 05:00:00+00,Active,"1124 W MAIN ST
STOUGHTON, WI 53589",1124,W,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Hotel/Motel,STOUGHTON,786
73661-81930,Active,Days Inn Stoughton,2023/06/30 05:00:00+00,Active,"1124 W MAIN ST
STOUGHTON, WI 53589",1124,W,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,STOUGHTON,787
73663-81932,Active,Pick 'n Save #6393,2023/06/30 05:00:00+00,Active,"621 S MAIN ST
DEFOREST, WI 53532",621,S,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,DEFOREST,788
73664-81933,Active,Pick 'n Save #6394,2023/06/30 05:00:00+00,Active,"5709 US HIGHWAY 51
MCFARLAND, WI 53558",5709,,US HIGHWAY 51,,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MCFARLAND,789
73665-81934,Active,Pick 'n Save #6390,2023/06/30 05:00:00+00,Active,"1750 US HIGHWAY 51
STOUGHTON, WI 53589",1750,,US HIGHWAY 51,,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,STOUGHTON,790
73669-81938,Active,Sjolinds Chocolate House,2023/06/30 05:00:00+00,Active,"219 E MAIN ST
MOUNT HOREB, WI 53572",219,E,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MOUNT HOREB,791
73674-81943,Active,The Fairways Apartments,2023/06/30 05:00:00+00,Active,"2301 TRACEWAY DR
FITCHBURG, WI 53713",2301,,TRACEWAY,DR,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,FITCHBURG,792
73677-81946,Active,Subway,2023/06/30 05:00:00+00,Active,"8315 MURPHY DR
MIDDLETON, WI 53562",8315,,MURPHY,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MIDDLETON,793
73682-81951,Active,Epic Systems Corporation - Cassiopeia,2023/06/30 05:00:00+00,Active,"1979 MILKY WAY
VERONA, WI 53593",1979,,MILKY,WAY,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,VERONA,794
73687-81956,Active,Walgreens #10555,2023/06/30 05:00:00+00,Active,"2010 BRANCH ST
MIDDLETON, WI 53562",2010,,BRANCH,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MIDDLETON,795
73695-81964,Active,Door Creek Orchard,2023/06/30 05:00:00+00,Active,"3252 VILAS RD
COTTAGE GROVE, WI 53527",3252,,VILAS,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,COTTAGE GROVE,796
73697-81966,Active,Waunakee Arboretum Elementary School,2023/06/30 05:00:00+00,Active,"1350 ARBORETUM DR
WAUNAKEE, WI 53597",1350,,ARBORETUM,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,WAUNAKEE,797
73704-81973,Active,Belleville Ale House,2023/06/30 05:00:00+00,Active,"7 W MAIN ST
BELLEVILLE, WI 53508",7,W,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,BELLEVILLE,798
73705-81974,Active,Agrace Hospicecare,2023/06/30 05:00:00+00,Active,"5395 E CHERYL PKWY
FITCHBURG, WI 53711",5395,E,CHERYL,PKWY,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,FITCHBURG,799
73708-81977,Active,Days Inn  Windsor,2023/06/30 05:00:00+00,Active,"6311 ROSTAD CIR
WINDSOR, WI 53598",6311,,ROSTAD,CIR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,WINDSOR,800
73708-81978,Active,Days Inn  Windsor,2023/06/30 05:00:00+00,Active,"6311 ROSTAD CIR
WINDSOR, WI 53598",6311,,ROSTAD,CIR,,,,,,,,,2022/11/16 11:00:10+00,Hotel/Motel,WINDSOR,801
73708-81979,Active,Days Inn  Windsor,2023/06/30 05:00:00+00,Active,"6311 ROSTAD CIR
WINDSOR, WI 53598",6311,,ROSTAD,CIR,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,WINDSOR,802
73708-81980,Active,Days Inn  Windsor,2023/06/30 05:00:00+00,Active,"6311 ROSTAD CIR
WINDSOR, WI 53598",6311,,ROSTAD,CIR,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,WINDSOR,803
73711-81983,Active,The Pines,2023/06/30 05:00:00+00,Active,"2308 HIGH RIDGE TRL
FITCHBURG, WI 53713",2308,,HIGH RIDGE,TRL,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,FITCHBURG,804
73717-81989,Active,Steve's Wine Beer Spirits,2023/06/30 05:00:00+00,Active,"3618 UNIVERSITY AVE
MADISON, WI 53705",3618,,UNIVERSITY,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MADISON,805
73729-82001,Active,American Legion Post 481,2023/06/30 05:00:00+00,Active,"5337 W RIVER RD
WAUNAKEE, WI 53597",5337,W,RIVER,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,WAUNAKEE,806
73730-82002,Active,Villa Dolce,2023/06/30 05:00:00+00,Active,"1828 PARMENTER ST
MIDDLETON, WI 53562",1828,,PARMENTER,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MIDDLETON,807
73737-82009,Active,The Best Chang Jiang,2023/06/30 05:00:00+00,Active,"2935 S FISH HATCHERY RD
FITCHBURG, WI 53711",2935,S,FISH HATCHERY,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,FITCHBURG,808
73740-82012,Active,Skaalen Nursing And Rehabilitation Center,2023/06/30 05:00:00+00,Active,"400 N MORRIS ST
STOUGHTON, WI 53589",400,N,MORRIS,ST,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,STOUGHTON,809
73752-82027,Active,Deak's Pub & Grill,2023/06/30 05:00:00+00,Active,"1017 NYGAARD ST
STOUGHTON, WI 53589",1017,,NYGAARD,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,STOUGHTON,810
73761-82036,Active,Subway,2023/06/30 05:00:00+00,Active,"1863 BUS 18-151
MOUNT HOREB, WI 53572",1863,,BUS 18-151,,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MOUNT HOREB,811
73766-82041,Active,Roman Candle,2023/06/30 05:00:00+00,Active,"1920 PARMENTER ST
MIDDLETON, WI 53562",1920,,PARMENTER,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MIDDLETON,812
73774-82049,Active,Days Inn Stoughton,2023/06/30 05:00:00+00,Active,"1124 W MAIN ST
STOUGHTON, WI 53589",1124,W,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,STOUGHTON,813
73785-82060,Active,Epic Systems Corporation - Mir,2023/06/30 05:00:00+00,Active,"1979 MILKY WAY
VERONA, WI 53593",1979,,MILKY,WAY,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,VERONA,814
73787-82062,Active,Papa Murphy's Take N Bake Pizza,2023/06/30 05:00:00+00,Active,"1021 N EDGE TRL
VERONA, WI 53593",1021,N,EDGE,TRL,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,VERONA,815
73789-82064,Active,Great China,2023/06/30 05:00:00+00,Active,"619 N SHERMAN AVE
MADISON, WI 53704",619,N,SHERMAN,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,816
73793-82068,Active,Coachman's Golf Resort,2023/06/30 05:00:00+00,Active,"984 COUNTY HIGHWAY A
EDGERTON, WI 53534",984,,COUNTY HIGHWAY A,,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,EDGERTON,817
73795-82070,Active,Southbridge Neighborhood Pool,2023/06/30 05:00:00+00,Active,"1513 BLUE RIDGE TRL
WAUNAKEE, WI 53597",1513,,BLUE RIDGE,TRL,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,WAUNAKEE,818
73795-82072,Active,Southbridge Neighborhood Pool,2023/06/30 05:00:00+00,Active,"1513 BLUE RIDGE TRL
WAUNAKEE, WI 53597",1513,,BLUE RIDGE,TRL,,,,,,,,,2022/11/16 11:00:10+00,Swimming Pool,WAUNAKEE,819
73795-82648,Active,Southbridge Neighborhood Pool,2023/06/30 05:00:00+00,Active,"1513 BLUE RIDGE TRL
WAUNAKEE, WI 53597",1513,,BLUE RIDGE,TRL,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,WAUNAKEE,820
